pk,age,sex,geoid,ii_1,ii_2,ii_3,tm_2_no_hisp_lat_orgn,tm_2_yes_mex_am_chicano_orgn,tm_2_yes_puerto_rican,tm_2_yes_cuban_origin,tm_2_yes_anthr_hisp_lat_spn_origin,tm_3_amrcn_indn_alsk_ntv,tm_3_asian,tm_3_blck_afrcn_amrcn,tm_3_hwan_other_pcfc_islander,tm_3_white,tm_3_other,tm_4,tm_5,tm_6,cn_hs_1,cn_hs_2_bug_infestation,cn_hs_2_mold,cn_hs_2_lead_paint_pipes,cn_hs_2_inadq_heat,cn_hs_2_oven_not_wkg,cn_hs_2_smoke_det_not_wkg,cn_hs_2_water_leaks,cn_hs_2_none_of_the_above,cn_fd_1,cn_fd_2,cn_tr_1,cn_ut_1,cn_sf_1,cn_sf_2,cn_sf_3,cn_sf_4,sn_ff_2
16511,48,F,080770006021,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
18049,14,F,080770006021,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
3624,46,M,080770006021,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,NO,"","","","",""
15351,33,F,080770006021,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,1,1,0,NEVER_TRUE,NEVER_TRUE,NO,NO,FREQUENTLY,RARELY,RARELY,RARELY,RARELY
12172,46,M,080770006021,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
11333,32,F,080770006021,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
15375,44,F,080770006021,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,GRD_9_11,2,LESS_THN_10K,NO_STDY_HSNG,1,0,0,0,1,0,0,0,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,NEVER
2161,36,F,080770006021,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,5,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,FRLY_OFTN
4278,30,F,080770006021,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
17324,41,F,080770006021,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,"","","","","","","","",""
11231,59,F,080770006021,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,FRLY_OFTN
7944,60,M,080770006021,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,FRLY_OFTN
16478,55,M,080770006021,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
3796,56,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13113,33,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,4,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,ALWAYS
9737,43,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
15419,35,M,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,"",1,LESS_THN_10K,NO_STDY_HSNG,0,0,0,0,0,0,0,1,"",SMTM_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14537,41,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
3736,74,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
8031,33,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,3,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
14507,32,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
12142,40,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,3,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,"","",NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
19607,48,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
15572,27,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
10286,81,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
7877,40,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
15711,63,M,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,GRD_9_11,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,NEVER
3721,39,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,SMTM_TRUE,SMTM_TRUE,NO,NO,"","","","",""
6528,88,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
18197,64,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,RARELY,NEVER,NEVER,NEVER
7844,72,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,RARELY,NEVER,NEVER,NEVER
13707,32,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,SOMETIMES
11178,81,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","",MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4029,25,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,ALWAYS
6992,10,M,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,YES,"","","","",""
13701,31,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,1,0,0,0,1,0,0,0,0,0,GRD_12_HGH_SCHL,2,LESS_THN_10K,NO_STDY_HSNG,,,,,,,,,OFTEN_TRUE,OFTEN_TRUE,YES,"",NEVER,NEVER,NEVER,NEVER,ALWAYS
19352,10,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
2007,8,M,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
8355,51,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,0,0,0,1,0,0,0,0,0,1,0,CLG_4,1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,"",NEVER,NEVER,NEVER,NEVER,SOMETIMES
7919,25,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",7,"",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,NEVER
15079,74,F,080770006022,ANOTHER_ADULT_CARE,TWO_OR_MORE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
7261,43,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,RARELY
13111,46,M,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,0,0,0,1,0,0,0,0,1,0,CLG_4,1,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,NEVER
3217,33,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,RARELY,SOMETIMES
14418,45,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,1,0,CLG_1_3,"","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,"",NO,NO,NEVER,NEVER,NEVER,SOMETIMES,""
17251,42,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,LESS_THN_10K,HSNG_UNSURE,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,FREQUENTLY,RARELY,SOMETIMES,FRLY_OFTN
10470,23,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,0,1,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,RARELY
15477,41,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
18570,56,M,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,NEVER
1528,64,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,1,1,0,0,0,0,1,0,OFTEN_TRUE,OFTEN_TRUE,YES,YES,RARELY,RARELY,RARELY,RARELY,RARELY
16221,57,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13942,52,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,1,0,0,0,0,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,STDY_HSNG,,,,,,,,,OFTEN_TRUE,OFTEN_TRUE,YES,YES,NEVER,FREQUENTLY,NEVER,FREQUENTLY,ALWAYS
15954,10,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,"",NO,"","","","",""
6864,20,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,""
33,36,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,5,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
18566,46,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,ALWAYS
14883,60,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4178,58,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,FRLY_OFTN,NEVER,SOMETIMES,SOMETIMES
16514,29,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,"",NO_STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,NO,NO,RARELY,SOMETIMES,RARELY,FRLY_OFTN,FRLY_OFTN
15559,39,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
4054,26,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_20_LESS_THEN_25K,HSNG_UNSURE,,,,,,,,,OFTEN_TRUE,OFTEN_TRUE,YES,YES,"","","","",""
18752,26,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,FRLY_OFTN
5444,39,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,5,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14956,55,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,RARELY,NEVER
5855,5,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
1507,44,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,SMTM_TRUE,SMTM_TRUE,NO,YES,"","","","",""
18899,77,M,080770006022,OTHER,ONE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
9450,53,M,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,FRLY_OFTN
2599,49,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
2929,32,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,1,1,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,FREQUENTLY,NEVER,SOMETIMES,FRLY_OFTN
3306,60,M,080770006022,MYSELF,ONE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,NEVER,SOMETIMES,SOMETIMES,FRLY_OFTN
14862,44,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,FRLY_OFTN
17122,10,M,080770006022,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
5020,39,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,YES,NEVER,RARELY,NEVER,RARELY,FRLY_OFTN
17543,16,M,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
10109,23,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,SOMETIMES,FRLY_OFTN
17860,55,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
1773,64,M,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
15969,3,M,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
10367,55,F,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,FRLY_OFTN
7065,30,M,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,RARELY,NEVER,RARELY,FRLY_OFTN
2016,2,F,080770006022,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,"","",YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
19347,43,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,YES,SOMETIMES,SOMETIMES,SOMETIMES,SOMETIMES,SOMETIMES
8342,1,F,080770006022,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4638,53,F,080770006022,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,FREQUENTLY,NEVER,FREQUENTLY,FRLY_OFTN
8963,20,F,080770006022,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,"","","","","",""
15867,58,F,080770006022,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,"",0,0,0,0,0,0,0,1,SMTM_TRUE,OFTEN_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
8344,3,F,080770006022,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
1764,10,M,080770006022,MY_CHILD,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
16219,68,M,080770006022,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,SOMETIMES,NEVER,NEVER,SOMETIMES
13318,33,F,080770006022,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
238,38,F,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,"",MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,SOMETIMES
10173,44,M,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
4930,49,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
19547,36,M,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,"","","",,,,,,,,,"","","","","","","","",""
13843,41,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,4,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,SOMETIMES
