pk,age,sex,geoid,ii_1,ii_2,ii_3,tm_2_no_hisp_lat_orgn,tm_2_yes_mex_am_chicano_orgn,tm_2_yes_puerto_rican,tm_2_yes_cuban_origin,tm_2_yes_anthr_hisp_lat_spn_origin,tm_3_amrcn_indn_alsk_ntv,tm_3_asian,tm_3_blck_afrcn_amrcn,tm_3_hwan_other_pcfc_islander,tm_3_white,tm_3_other,tm_4,tm_5,tm_6,cn_hs_1,cn_hs_2_bug_infestation,cn_hs_2_mold,cn_hs_2_lead_paint_pipes,cn_hs_2_inadq_heat,cn_hs_2_oven_not_wkg,cn_hs_2_smoke_det_not_wkg,cn_hs_2_water_leaks,cn_hs_2_none_of_the_above,cn_fd_1,cn_fd_2,cn_tr_1,cn_ut_1,cn_sf_1,cn_sf_2,cn_sf_3,cn_sf_4,sn_ff_2
6291,50,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13831,6,M,080770017062,MY_CHILD,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,NVR_ATTND_SCHL,5,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
6084,31,M,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,SOMETIMES
14194,35,M,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
13208,27,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,YES,NEVER,NEVER,NEVER,NEVER,NEVER
14665,56,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,RARELY
5050,31,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14510,55,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","",LESS_THN_10K,STDY_HSNG,1,0,0,0,0,0,0,0,SMTM_TRUE,SMTM_TRUE,NO,YES,"","","","",""
14646,55,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,1,0,0,0,0,OFTEN_TRUE,OFTEN_TRUE,YES,YES,NEVER,NEVER,NEVER,NEVER,NEVER
5035,38,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,1,0,0,0,0,0,0,0,SMTM_TRUE,OFTEN_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
12842,53,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
8107,53,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
18132,63,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
19355,12,M,080770017062,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13845,59,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,7,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,NO,NEVER,RARELY,NEVER,NEVER,FRLY_OFTN
16459,57,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,"",NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,SOMETIMES
65,79,F,080770017062,ANOTHER_ADULT_CARE,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
17530,53,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,1,LESS_THN_10K,NO_STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,YES,YES,NEVER,NEVER,NEVER,NEVER,RARELY
2391,59,M,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
19581,27,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,"",2,LESS_THN_10K,HSNG_UNSURE,0,0,0,0,0,0,0,1,OFTEN_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,SOMETIMES,RARELY
14479,25,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
14836,37,M,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,1,0,0,1,0,0,0,OFTEN_TRUE,OFTEN_TRUE,NO,YES,"","","","",""
1294,29,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
14134,59,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,0,1,GRD_9_11,4,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
16387,3,M,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
4639,29,F,080770017062,MYSELF,TWO_OR_MORE,YES_ONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,3,LESS_THN_10K,HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,FRLY_OFTN,NEVER,FRLY_OFTN,ALWAYS
15549,28,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
17258,4,M,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
14671,63,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,NEVER
16165,0,F,080770017062,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14112,28,F,080770017062,MYSELF,ZERO,YES_ONE_OF_THE_ABOVE,0,1,0,0,0,,,,,,,GRD_12_HGH_SCHL,3,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
54,10,M,080770017062,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",11,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14774,63,M,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_20_LESS_THEN_25K,HSNG_UNSURE,1,0,0,0,0,0,0,0,OFTEN_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,RARELY,FRLY_OFTN
6962,51,M,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,"",NO,NEVER,NEVER,NEVER,NEVER,NEVER
9454,20,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
19720,19,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
6527,0,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
7259,23,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,STDY_HSNG,0,1,0,0,1,0,1,0,OFTEN_TRUE,OFTEN_TRUE,YES,YES,RARELY,FRLY_OFTN,FRLY_OFTN,FREQUENTLY,SOMETIMES
16558,19,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
12881,8,M,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,"",NEVER,NEVER,NEVER,NEVER,NEVER
609,29,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
14888,58,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,"",1,0,0,0,1,0,0,0,OFTEN_TRUE,SMTM_TRUE,NO,ALRD_SHUT_OFF,SOMETIMES,SOMETIMES,SOMETIMES,SOMETIMES,SOMETIMES
19378,29,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
695,20,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,MORE_THN_10_LESS_THEN_15K,HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
1118,20,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,0,1,0,0,0,0,0,1,0,0,0,GRD_12_HGH_SCHL,4,"",HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
2745,44,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_25_LESS_THEN_35K,NO_STDY_HSNG,1,1,0,0,0,0,0,0,SMTM_TRUE,SMTM_TRUE,NO,YES,NEVER,SOMETIMES,NEVER,SOMETIMES,FRLY_OFTN
13567,26,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,"",HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
17266,27,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,3,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,NEVER
1597,55,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,CLG_1_3,"",LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,"",NO,NO,NEVER,RARELY,NEVER,NEVER,SOMETIMES
8734,30,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,0,0,0,0,1,,,,,,,GRD_12_HGH_SCHL,1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,ALRD_SHUT_OFF,NEVER,NEVER,NEVER,NEVER,RARELY
3858,46,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,0,0,1,1,,,,,,,CLG_1_3,"","",STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,"","","","",""
12351,46,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,0,0,1,1,,,,,,,CLG_1_3,2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,FRLY_OFTN,NEVER,FRLY_OFTN,ALWAYS
14145,24,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,6,"",STDY_HSNG,,,,,,,,,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
17388,18,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,6,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,FREQUENTLY,RARELY,FREQUENTLY,ALWAYS
17525,35,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,YES,NEVER,FRLY_OFTN,NEVER,FRLY_OFTN,SOMETIMES
13348,64,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,1,0,0,0,0,GRD_12_HGH_SCHL,2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
2364,71,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,1,0,CLG_1_3,1,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
18513,70,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,0,1,CLG_1_3,"",LESS_THN_10K,"",,,,,,,,,"","","","","","","","",""
11978,25,M,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,1,0,"",2,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
16326,19,M,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
19677,20,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,LESS_THN_10K,HSNG_UNSURE,1,0,0,0,0,0,0,0,SMTM_TRUE,SMTM_TRUE,YES,YES,NEVER,FRLY_OFTN,NEVER,FRLY_OFTN,FRLY_OFTN
18099,15,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
6199,28,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,YES,NO,NEVER,NEVER,NEVER,NEVER,NEVER
19194,49,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,GRD_12_HGH_SCHL,2,LESS_THN_10K,STDY_HSNG,0,0,0,0,1,0,0,0,NEVER_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,SOMETIMES
15423,53,M,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",NEVER
14057,48,M,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,"",NO,"","","","",""
14153,39,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,RARELY,NEVER
630,10,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
6407,50,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,1,0,0,0,0,0,0,0,OFTEN_TRUE,NEVER_TRUE,"",NO,NEVER,SOMETIMES,NEVER,NEVER,RARELY
19302,49,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,1,0,0,0,1,0,CLG_1_3,2,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
7372,49,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",6,MORE_THN_10_LESS_THEN_15K,HSNG_UNSURE,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,NEVER
18414,22,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,0,0,0,0,1,0,0,0,0,0,1,GRD_9_11,5,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
3384,46,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
7603,30,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,1,MORE_THN_10_LESS_THEN_15K,HSNG_UNSURE,1,1,0,0,0,1,0,0,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,RARELY
15319,55,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,NEVER
2314,30,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,"","","","",""
9969,30,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,YES,NEVER,RARELY,NEVER,SOMETIMES,ALWAYS
18124,56,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,5,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,1,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,RARELY,RARELY
13252,77,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,1,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
15106,57,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,YES,NEVER,RARELY,NEVER,SOMETIMES,SOMETIMES
1462,23,F,080770017062,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
17894,60,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
14918,52,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,4,"","",0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,"",NO,NEVER,NEVER,NEVER,RARELY,SOMETIMES
1472,36,M,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_10_LESS_THEN_15K,HSNG_UNSURE,0,1,0,0,0,0,0,0,OFTEN_TRUE,NEVER_TRUE,NO,YES,"","","","",""
6546,36,M,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,RARELY,SOMETIMES
12620,38,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,"",2,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
1170,36,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,"","",NO,NO,"","","","",""
5030,54,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4982,58,F,080770017062,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13646,39,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
14932,23,F,080770017062,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,GRD_12_HGH_SCHL,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,ALWAYS
945,23,F,080770017062,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,GRD_12_HGH_SCHL,"","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
11892,52,F,080770017062,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,1,0,0,0,0,0,0,0,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
